872.00	1.429413
874.00	1.429370
876.00	1.429327
878.00	1.429285
880.00	1.429243
882.00	1.429201
884.00	1.429159
886.00	1.429118
888.00	1.429077
890.00	1.429036
892.00	1.428995
894.00	1.428954
896.00	1.428914
898.00	1.428874
900.00	1.428834
902.00	1.428794
904.00	1.428754
906.00	1.428715
908.00	1.428676
910.00	1.428637
912.00	1.428598
914.00	1.428559
916.00	1.428521
918.00	1.428483
920.00	1.428445
922.00	1.428407
924.00	1.428370
926.00	1.428332
928.00	1.428295
930.00	1.428258
932.00	1.428221
934.00	1.428185
936.00	1.428148
938.00	1.428112
940.00	1.428076
942.00	1.428040
944.00	1.428004
946.00	1.427969
948.00	1.427933
950.00	1.427898
952.00	1.427863
954.00	1.427828
956.00	1.427794
958.00	1.427759
960.00	1.427725
962.00	1.427691
964.00	1.427657
966.00	1.427623
968.00	1.427589
970.00	1.427556
972.00	1.427522
974.00	1.427489
976.00	1.427456
978.00	1.427423
980.00	1.427391
982.00	1.427358
984.00	1.427326
986.00	1.427293
988.00	1.427261
990.00	1.427229
992.00	1.427198
994.00	1.427166
996.00	1.427135
998.00	1.427103
1000.00	1.427072
1002.00	1.427041
1004.00	1.427010
1006.00	1.426979
1008.00	1.426949
1010.00	1.426918
1012.00	1.426888
1014.00	1.426858
1016.00	1.426828
1018.00	1.426798
1020.00	1.426768
1022.00	1.426738
1024.00	1.426709
1026.00	1.426679
1028.00	1.426650
1030.00	1.426621
1032.00	1.426592
1034.00	1.426563
1036.00	1.426535
1038.00	1.426506
1040.00	1.426477
1042.00	1.426449
1044.00	1.426421
1046.00	1.426393
1048.00	1.426365
1050.00	1.426337
1052.00	1.426309
1054.00	1.426282
1056.00	1.426254
1058.00	1.426227
1060.00	1.426200
1062.00	1.426173
1064.00	1.426146
1066.00	1.426119
1068.00	1.426092
1070.00	1.426065
1072.00	1.426039
1074.00	1.426013
1076.00	1.425986
1078.00	1.425960
1080.00	1.425934
1082.00	1.425908
1084.00	1.425882
1086.00	1.425856
1088.00	1.425831
1090.00	1.425805
1092.00	1.425780
1094.00	1.425755
1096.00	1.425729
1098.00	1.425704
1100.00	1.425679

