1653.23	1.438785	0.000000
1631.48	1.439511	0.000000
1610.29	1.440239	0.000000
1589.65	1.440969	0.000000
1569.53	1.441701	0.000000
1549.91	1.442434	0.000000
1530.77	1.443169	0.000000
1512.10	1.443906	0.000000
1493.89	1.444645	0.000000
1476.10	1.445386	0.000000
1458.74	1.446128	0.000000
1441.77	1.446873	0.000000
1425.20	1.447619	0.000000
1409.01	1.448367	0.000000
1393.18	1.449117	0.000000
1377.70	1.449869	0.000000
1362.56	1.450623	0.000000
1347.75	1.451378	0.000000
1333.25	1.452136	0.000000
1319.07	1.452895	0.000000
1305.19	1.453657	0.000000
1291.59	1.454420	0.000000
1278.27	1.455185	0.000000
1265.23	1.455952	0.000000
1252.45	1.456721	0.000000
1239.93	1.457492	0.000000
1227.65	1.458265	0.000000
1215.61	1.459040	0.000000
1203.81	1.459816	0.000000
1192.24	1.460595	0.000000
1180.88	1.461376	0.000000
1169.74	1.462158	0.000000
1158.81	1.462943	0.000000
1148.08	1.463729	0.000000
1137.55	1.464518	0.000000
1127.21	1.465308	0.000000
1117.05	1.466101	0.000000
1107.08	1.466895	0.000000
1097.28	1.467692	0.000000
1087.65	1.468490	0.000000
1078.20	1.469291	0.000000
1068.90	1.470093	0.000000
1059.77	1.470898	0.000000
1050.78	1.471704	0.000000
1041.95	1.472513	0.000000
1033.27	1.473323	0.000000
1024.73	1.474136	0.000001
1016.33	1.474950	0.000003
1008.07	1.475767	0.000006
999.94	1.476586	0.000010
991.94	1.477407	0.000015
984.07	1.478230	0.000022
976.32	1.479054	0.000029
968.69	1.479881	0.000038
961.18	1.480711	0.000048
953.79	1.481542	0.000060
946.51	1.482375	0.000072
939.34	1.483210	0.000086
932.27	1.484048	0.000101
925.32	1.484887	0.000117
918.46	1.485729	0.000135
911.71	1.486573	0.000154
905.06	1.487419	0.000174
898.50	1.488267	0.000195
892.03	1.489117	0.000218
885.66	1.489969	0.000242
879.38	1.490824	0.000267
873.19	1.491680	0.000293
867.08	1.492539	0.000321
861.06	1.493400	0.000350
855.12	1.494263	0.000381
849.26	1.495129	0.000413
843.49	1.495996	0.000446
837.79	1.496866	0.000481
832.16	1.497737	0.000517
826.62	1.498611	0.000555
821.14	1.499488	0.000593
815.74	1.500366	0.000634
810.41	1.501247	0.000676
805.15	1.502130	0.000719
799.95	1.503015	0.000763
794.82	1.503902	0.000810
789.76	1.504791	0.000857
784.76	1.505683	0.000906
779.83	1.506577	0.000957
774.95	1.507473	0.001009
770.14	1.508372	0.001063
765.39	1.509273	0.001118
760.69	1.510176	0.001174
756.05	1.511081	0.001233
751.47	1.511988	0.001292
746.94	1.512898	0.001354
742.47	1.513810	0.001417
738.05	1.514725	0.001481
733.68	1.515641	0.001548
729.37	1.516560	0.001615
725.10	1.517481	0.001685
720.89	1.518405	0.001756
716.72	1.519331	0.001829
712.60	1.520259	0.001903
708.53	1.521190	0.001979
704.50	1.522123	0.002057
700.52	1.523058	0.002137
696.59	1.523995	0.002218
692.70	1.524935	0.002301
688.85	1.525877	0.002386
685.04	1.526822	0.002472
681.28	1.527769	0.002561
677.56	1.528718	0.002651
673.87	1.529670	0.002742
670.23	1.530624	0.002836
666.63	1.531580	0.002932
663.06	1.532539	0.003029
659.53	1.533500	0.003128
656.05	1.534464	0.003229
652.59	1.535430	0.003332
649.18	1.536398	0.003437
645.79	1.537369	0.003544
642.45	1.538342	0.003652
639.14	1.539318	0.003763
635.86	1.540296	0.003875
632.62	1.541276	0.003990
629.40	1.542259	0.004106
626.23	1.543245	0.004225
623.08	1.544232	0.004345
619.96	1.545223	0.004467
616.88	1.546215	0.004592
613.82	1.547211	0.004718
610.80	1.548208	0.004847
607.81	1.549208	0.004978
604.84	1.550211	0.005110
601.91	1.551216	0.005245
599.00	1.552223	0.005382
596.12	1.553233	0.005521
593.27	1.554246	0.005663
590.44	1.555261	0.005806
587.64	1.556278	0.005952
584.87	1.557298	0.006099
582.12	1.558320	0.006249
579.40	1.559345	0.006402
576.71	1.560373	0.006556
574.04	1.561403	0.006713
571.39	1.562435	0.006872
568.77	1.563470	0.007033
566.18	1.564508	0.007197
563.60	1.565548	0.007363
561.05	1.566591	0.007531
558.53	1.567636	0.007701
556.02	1.568684	0.007874
553.54	1.569734	0.008050
551.08	1.570787	0.008228
548.64	1.571842	0.008408
546.22	1.572900	0.008591
543.83	1.573961	0.008776
541.45	1.575024	0.008963
539.10	1.576089	0.009153
536.76	1.577157	0.009346
534.45	1.578228	0.009541
532.16	1.579302	0.009739
529.88	1.580378	0.009939
527.63	1.581456	0.010142
525.39	1.582537	0.010347
523.18	1.583621	0.010555
520.98	1.584708	0.010766
518.80	1.585797	0.010979
516.64	1.586888	0.011195
514.49	1.587982	0.011414
512.37	1.589079	0.011635
510.26	1.590179	0.011859
508.17	1.591281	0.012086
506.09	1.592385	0.012316
504.03	1.593492	0.012548
501.99	1.594602	0.012783
499.97	1.595715	0.013021
497.96	1.596830	0.013262
495.97	1.597948	0.013506
493.99	1.599068	0.013753
492.03	1.600191	0.014002
490.09	1.601317	0.014255
488.16	1.602446	0.014510
486.25	1.603577	0.014768
484.35	1.604710	0.015030
482.46	1.605847	0.015294
480.59	1.606986	0.015562
478.74	1.608127	0.015832
476.89	1.609272	0.016105
475.07	1.610419	0.016382
473.25	1.611568	0.016662
471.45	1.612720	0.016945
469.67	1.613875	0.017231
467.90	1.615033	0.017520
466.14	1.616193	0.017812
464.39	1.617356	0.018108
462.66	1.618522	0.018406
460.94	1.619690	0.018708
459.23	1.620861	0.019014
457.54	1.622035	0.019322
455.86	1.623211	0.019634
454.19	1.624390	0.019950
452.53	1.625572	0.020268
450.88	1.626756	0.020590
449.25	1.627943	0.020916
447.63	1.629133	0.021245
446.02	1.630325	0.021577
444.42	1.631521	0.021913
442.83	1.632718	0.022253
441.25	1.633919	0.022595
439.69	1.635122	0.022942
438.14	1.636328	0.023292
436.59	1.637536	0.023646
435.06	1.638747	0.024003
433.54	1.639961	0.024364
432.03	1.641178	0.024729
430.53	1.642397	0.025097
429.04	1.643619	0.025469
427.56	1.644843	0.025845
426.09	1.646071	0.026225
424.63	1.647301	0.026608
423.18	1.648533	0.026995
421.74	1.649769	0.027386
420.31	1.651006	0.027781
418.89	1.652247	0.028180
417.48	1.653490	0.028583
416.08	1.654736	0.028990
414.69	1.655985	0.029401
413.31	1.657236	0.029815
411.94	1.658490	0.030234
410.57	1.659747	0.030657
409.22	1.661006	0.031084
407.87	1.662268	0.031515
406.53	1.663532	0.031950
405.20	1.664800	0.032390
403.88	1.666069	0.032833
402.57	1.667342	0.033281
401.27	1.668617	0.033733
399.98	1.669895	0.034189
398.69	1.671175	0.034650
397.41	1.672458	0.035115
396.14	1.673744	0.035584
394.88	1.675032	0.036058
393.63	1.676323	0.036536
392.38	1.677617	0.037019
391.14	1.678913	0.037506
389.91	1.680211	0.037998
388.69	1.681513	0.038494
387.48	1.682817	0.038994
386.27	1.684123	0.039500
385.07	1.685432	0.040010
383.88	1.686744	0.040524
382.69	1.688058	0.041043
381.52	1.689375	0.041567
380.35	1.690694	0.042096
379.18	1.692016	0.042630
378.03	1.693340	0.043168
376.88	1.694667	0.043711
375.74	1.695997	0.044259
374.60	1.697329	0.044812
373.47	1.698663	0.045370
372.35	1.700001	0.045932
371.24	1.701340	0.046500
370.13	1.702682	0.047073
369.03	1.704027	0.047651
367.93	1.705374	0.048234
366.84	1.706723	0.048822
365.76	1.708075	0.049415
364.68	1.709430	0.050013
363.61	1.710787	0.050617
362.55	1.712146	0.051225
361.49	1.713508	0.051839
360.44	1.714872	0.052459
359.40	1.716238	0.053084
358.36	1.717607	0.053714
357.33	1.718979	0.054349
356.30	1.720352	0.054990
355.28	1.721728	0.055636
354.26	1.723107	0.056288
353.26	1.724488	0.056946
352.25	1.725871	0.057609
351.25	1.727256	0.058277
350.26	1.728644	0.058952
349.27	1.730034	0.059632
348.29	1.731426	0.060317
347.32	1.732821	0.061009
346.35	1.734217	0.061706
345.38	1.735617	0.062409
344.42	1.737018	0.063118
343.47	1.738421	0.063832
342.52	1.739827	0.064553
341.58	1.741235	0.065279
340.64	1.742645	0.066012
339.71	1.744057	0.066751
338.78	1.745472	0.067495
337.85	1.746888	0.068246
336.94	1.748307	0.069003
336.02	1.749728	0.069766
335.12	1.751150	0.070535
334.21	1.752575	0.071311
333.31	1.754002	0.072092
332.42	1.755431	0.072880
331.53	1.756862	0.073675
330.65	1.758295	0.074476
329.77	1.759730	0.075283
328.89	1.761167	0.076097
328.02	1.762605	0.076917
327.16	1.764046	0.077743
326.30	1.765489	0.078577
325.44	1.766933	0.079417
324.59	1.768380	0.080263
323.74	1.769828	0.081116
322.90	1.771278	0.081976
322.06	1.772729	0.082843
321.22	1.774183	0.083717
320.39	1.775638	0.084597
319.57	1.777095	0.085484
318.75	1.778554	0.086378
317.93	1.780015	0.087279
317.12	1.781477	0.088187
316.31	1.782940	0.089102
315.50	1.784406	0.090024
314.70	1.785873	0.090954
313.91	1.787341	0.091890
313.11	1.788811	0.092834
312.32	1.790283	0.093784
311.54	1.791756	0.094742
310.76	1.793230	0.095708
309.98	1.794706	0.096680
309.21	1.796183	0.097660
308.44	1.797662	0.098648
307.67	1.799142	0.099643
306.91	1.800623	0.100645
306.15	1.802106	0.101655
305.40	1.803590	0.102672
304.65	1.805075	0.103697
303.90	1.806561	0.104730
303.16	1.808049	0.105771
302.42	1.809538	0.106819
301.69	1.811028	0.107875
300.95	1.812518	0.108938
300.22	1.814010	0.110010
299.50	1.815503	0.111089
298.78	1.816997	0.112177
298.06	1.818492	0.113272
297.34	1.819988	0.114376
296.63	1.821484	0.115487
295.92	1.822982	0.116606
295.22	1.824480	0.117734
294.52	1.825979	0.118870
293.82	1.827479	0.120014
293.13	1.828980	0.121166
292.44	1.830481	0.122327
291.75	1.831983	0.123495
291.06	1.833485	0.124673
290.38	1.834988	0.125858
289.70	1.836492	0.127052
289.03	1.837995	0.128255
288.35	1.839500	0.129466
287.69	1.841005	0.130686
287.02	1.842510	0.131914
286.36	1.844015	0.133151
285.70	1.845521	0.134396
285.04	1.847027	0.135651
284.39	1.848533	0.136914
283.74	1.850039	0.138185
283.09	1.851545	0.139466
282.44	1.853052	0.140756
281.80	1.854558	0.142054
281.16	1.856064	0.143362
280.53	1.857571	0.144678
279.89	1.859077	0.146004
279.26	1.860582	0.147338
278.64	1.862088	0.148682
278.01	1.863594	0.150035
277.39	1.865099	0.151397
276.77	1.866603	0.152768
276.15	1.868107	0.154148
275.54	1.869611	0.155538

